MAIN_ID,ANG_DIST,OTYPE,hour,min,sec,ra,deg,arcmin,arcsec,dec,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,RA_d,DEC_d,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,FILTER_NAME_B,FLUX_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_BIBCODE_B,FLUX_VAR_B,FLUX_MULT_B,FLUX_QUAL_B,FLUX_UNIT_B,FILTER_NAME_V,FLUX_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_BIBCODE_V,FLUX_VAR_V,FLUX_MULT_V,FLUX_QUAL_V,FLUX_UNIT_V,FILTER_NAME_R,FLUX_R,FLUX_ERROR_R,FLUX_SYSTEM_R,FLUX_BIBCODE_R,FLUX_VAR_R,FLUX_MULT_R,FLUX_QUAL_R,FLUX_UNIT_R,FILTER_NAME_J,FLUX_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_BIBCODE_J,FLUX_VAR_J,FLUX_MULT_J,FLUX_QUAL_J,FLUX_UNIT_J,FILTER_NAME_H,FLUX_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_BIBCODE_H,FLUX_VAR_H,FLUX_MULT_H,FLUX_QUAL_H,FLUX_UNIT_H,FILTER_NAME_K,FLUX_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_BIBCODE_K,FLUX_VAR_K,FLUX_MULT_K,FLUX_QUAL_K,FLUX_UNIT_K,RVZ_TYPE,RVZ_RADVEL,RVZ_ERROR,RVZ_QUAL,RVZ_WAVELENGTH,RVZ_BIBCODE,SP_TYPE,SP_QUAL,SP_BIBCODE,MORPH_TYPE,MORPH_QUAL,MORPH_BIBCODE,GALDIM_MAJAXIS,GALDIM_MINAXIS,GALDIM_ANGLE,GALDIM_QUAL,GALDIM_WAVELENGTH,GALDIM_BIBCODE,BIBLIST,
HD 276723,3324.9,Star,4,39,37.4641,69.90610042,40,15,13.714,40.25380944,14,14,0.0437,0.0343,90,A,O,2018yCat.1345....0G,69.90610058,40.25380945,2.415,-4.118,3,3,0.09,0.053,90,A,2018yCat.1345....0G,B,11.76,0.1,Vega,2000A&A...355L..27H,,,D,B,V,11.63,0.15,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.518,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.437,0.018,Vega,2003yCat.2246....0C,,,C,H,K,10.389,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B8,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203041387760367104,3325.63,Star,4,36,50.5038,69.2104325,40,18,5.524,40.30153444,14,14,0.0355,0.026,90,A,O,2018yCat.1345....0G,69.21043274,40.30153461,3.248,-5.795,3,3,0.075,0.042,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
IRAS 04311+4032,3333.73,Mira,4,34,33.3229,68.63884542,40,39,6.69,40.65185833,14,14,0.1725,0.1387,90,A,O,2018yCat.1345....0G,68.63884552,40.65185838,-0.125,-2.469,3,3,0.393,0.306,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,7.424,0.024,Vega,2003yCat.2246....0C,,,C,J,H,6.435,0.017,Vega,2003yCat.2246....0C,,,C,H,K,5.83,0.016,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
HD 276540,3337.57,Star,4,33,54.9261,68.47885875,40,54,48.203,40.91338972,14,14,0.0556,0.0381,90,A,O,2018yCat.1345....0G,68.47885877,40.91338989,4.723,-10.448,3,3,0.124,0.083,90,A,2018yCat.1345....0G,B,10.6,0.06,Vega,2000A&A...355L..27H,,,D,B,V,10.18,0.06,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.283,0.023,Vega,2003yCat.2246....0C,,,C,J,H,9.145,0.024,Vega,2003yCat.2246....0C,,,C,H,K,9.058,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,A0,E,1995A&AS..110..367N,,,,,,,,,,2,
HD 276646,3337.73,Star,4,35,7.9764,68.783235,40,30,51.764,40.51437889,14,14,1.8394,1.9553,90,C,O,2018yCat.1345....0G,68.78323529,40.51437893,-2.9,-3.4,1,1,1.8,1.7,90,B,2000A&A...355L..27H,B,11.44,0.14,Vega,2000A&A...355L..27H,,,D,B,V,11.05,0.15,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.611,0.022,Vega,2003yCat.2246....0C,,,C,J,H,9.453,0.021,Vega,2003yCat.2246....0C,,,C,H,K,9.378,0.02,Vega,2003yCat.2246....0C,,,C,K,,,,,,,F,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 203086914412360064,3347.11,Candidate_YSO,4,41,33.892,70.39121667,40,24,35.208,40.40978,14,14,0.09,0.0711,90,A,O,2018yCat.1345....0G,70.39121671,40.40978017,2.273,-13.582,3,3,0.182,0.108,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2897-2420-1,3348.55,Star,4,40,33.3061,70.13877542,40,18,4.352,40.30120889,14,14,0.0375,0.0305,90,A,O,2018yCat.1345....0G,70.1387756,40.30120902,-9.456,-5.111,3,3,0.075,0.049,90,A,2018yCat.1345....0G,B,12.61,0.28,Vega,2000A&A...355L..27H,,,D,B,V,11.88,0.19,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.414,0.019,Vega,2003yCat.2246....0C,,,C,J,H,10.115,0.017,Vega,2003yCat.2246....0C,,,C,H,K,10.018,0.015,Vega,2003yCat.2246....0C,,,C,K,v,-39.51,1.18,B,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
NVSS J043732+420356,3349.58,Radio,4,37,32.5,69.38541667,42,3,57,42.06583333,5,5,9000,9000,90,D,R,1998AJ....115.1693C,69.3854,42.0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASX J04354884+4023426,3363.47,Galaxy,4,35,48.843,68.9535125,40,23,42.62,40.39517222,7,7,,,,C,I,2006AJ....131.1163S,68.953513,40.395172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.913,0.055,Vega,2006AJ....131.1163S,,,C,J,H,12.028,0.054,Vega,2006AJ....131.1163S,,,C,H,K,11.533,0.061,Vega,2006AJ....131.1163S,,,C,K,,,,,,,,,,,,,0.54,0.184,130,C,N,2006AJ....131.1163S,3,
2MASS J04343737+4142510,3376.41,HB*,4,34,37.3744,68.65572667,41,42,51.004,41.71416778,14,14,0.0469,0.0323,90,A,O,2018yCat.1345....0G,68.65572676,41.71416796,-0.142,-0.095,3,3,0.098,0.054,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.508,0.022,Vega,2003yCat.2246....0C,,,C,J,H,11.809,0.024,Vega,2003yCat.2246....0C,,,C,H,K,11.608,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
Gaia DR2 203883476228602496,3378.73,Star,4,33,40.347,68.4181125,41,8,4.741,41.13465028,14,14,0.1214,0.0897,90,A,O,2018yCat.1345....0G,68.41811267,41.13465034,2.113,-3.653,3,3,0.267,0.207,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
UCAC2  46104304,3379.64,PN?,4,43,38.6419,70.91100792,41,9,41.46,41.16151667,14,14,0.0491,0.0462,90,A,O,2018yCat.1345....0G,70.91100813,41.16151681,0.045,-1.315,3,3,0.1,0.077,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.249,0.025,Vega,2003yCat.2246....0C,,,C,J,H,11.194,0.024,Vega,2003yCat.2246....0C,,,C,H,K,10.171,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,5,
Gaia DR2 203879284340563584,3379.98,Star,4,33,44.6105,68.43587708,41,0,9.508,41.00264111,14,14,0.0805,0.0605,90,A,O,2018yCat.1345....0G,68.43587745,41.00264137,2.333,-3.006,3,3,0.169,0.127,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276688,3380.91,Star,4,42,48.942,70.703925,41,40,56.659,41.68240528,14,14,0.0494,0.0385,90,A,O,2018yCat.1345....0G,70.70392523,41.68240538,4.182,-12.018,3,3,0.093,0.067,90,A,2018yCat.1345....0G,B,12.27,0.24,Vega,2000A&A...355L..27H,,,D,B,V,11.68,0.2,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,9.778,0.022,Vega,2003yCat.2246....0C,,,C,J,H,9.488,0.023,Vega,2003yCat.2246....0C,,,C,H,K,9.394,0.016,Vega,2003yCat.2246....0C,,,C,K,v,33.53,1.05,B,O,2018yCat.1345....0G,F0,E,1995A&AS..110..367N,,,,,,,,,,2,
[SHM2017] J070.40759+40.40693,3381.97,RRLyr,4,41,37.8222,70.4075925,40,24,24.934,40.40692611,14,14,0.2418,0.1837,90,A,O,2018yCat.1345....0G,70.40759286,40.40692625,1.134,-2.082,3,3,0.565,0.272,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
Gaia DR2 203858801640096640,3382.05,Star,4,34,22.7046,68.5946025,40,40,47.527,40.67986861,14,14,0.133,0.1027,90,A,O,2018yCat.1345....0G,68.59460254,40.67986873,1.987,-2.674,3,3,0.304,0.247,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD 276682,3383.67,Star,4,40,2.4397,70.01016542,42,3,45.256,42.06257111,14,14,0.0685,0.0831,90,A,O,2018yCat.1345....0G,70.01016543,42.06257118,8.286,-12.846,3,3,2.39,1.88,90,A,2016A&A...595A...2G,B,12.36,0.45,Vega,2000A&A...355L..27H,,,D,B,V,10.84,0.13,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,8.277,0.023,Vega,2003yCat.2246....0C,,,C,J,H,7.639,0.049,Vega,2003yCat.2246....0C,,,C,H,K,7.478,0.024,Vega,2003yCat.2246....0C,,,C,K,v,13.25,0.57,A,O,2018yCat.1345....0G,K,E,1995A&AS..110..367N,,,,,,,,,,2,
TYC 2884-953-1,3386.46,**,4,38,13.283,69.55534583,40,13,18.913,40.22192028,8,8,2.067,1.483,90,A,O,2016A&A...595A...2G,69.5553458,40.2219203,39.274,-32.574,3,3,6.685,5.15,90,A,2016A&A...595A...2G,B,13.11,0.02,Vega,2012yCat.1322....0Z,,,D,B,V,12.23,0.03,Vega,2012yCat.1322....0Z,,,D,V,R,12.15,0.08,Vega,2012yCat.1322....0Z,,,E,R,J,10.463,0.021,Vega,2003yCat.2246....0C,,,E,J,H,10.144,0.016,Vega,2003yCat.2246....0C,,,E,H,K,10.053,0.015,Vega,2003yCat.2246....0C,,,E,K,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203025681063547520,3386.84,Star,4,38,13.332,69.55555,40,13,18.483,40.22180083,14,14,0.0501,0.0349,90,A,O,2018yCat.1345....0G,69.55555005,40.22180093,2.574,-4.473,3,3,0.098,0.053,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Gaia DR2 203025685357671808,3388.92,Star,4,38,13.4051,69.55585458,40,13,16.319,40.22119972,14,14,0.0319,0.022,90,A,O,2018yCat.1345....0G,69.55585462,40.22119991,2.49,-4.908,3,3,0.062,0.034,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
IRAS 04305+4042,3391.56,FIR,4,34,1.9,68.50791667,40,48,14,40.80388889,5,5,106000,31000,82,E,F,1988NASAR1190....1B,68.5081,40.8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2MASS J04334077+4117301,3402.42,RGB*,4,33,40.7749,68.41989542,41,17,30.095,41.29169306,14,14,0.0323,0.0256,90,A,O,2018yCat.1345....0G,68.41989569,41.29169332,1.081,-1.239,3,3,0.072,0.058,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.305,0.023,Vega,2003yCat.2246....0C,,,C,J,H,11.541,0.023,Vega,2003yCat.2246....0C,,,C,H,K,11.353,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,2,
IRAS 04352+4006,3405.17,FIR,4,38,40.3,69.66791667,40,12,47,40.21305556,5,5,68000,8000,80,E,F,1988NASAR1190....1B,69.6678,40.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2MASS J04412411+4157163,3409.02,HB*,4,41,24.1188,70.350495,41,57,16.293,41.95452583,14,14,0.045,0.0334,90,A,O,2018yCat.1345....0G,70.35049521,41.9545259,1.537,-5.613,3,3,0.085,0.056,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.032,0.019,Vega,2003yCat.2246....0C,,,C,J,H,11.239,0.021,Vega,2003yCat.2246....0C,,,C,H,K,10.979,0.019,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
2MASX J04425428+4039156,3413.32,Galaxy,4,42,54.2737,70.72614042,40,39,15.599,40.65433306,14,14,3.5636,2.7175,90,C,O,2018yCat.1345....0G,70.72614044,40.65433326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,11.664,0.034,Vega,2006AJ....131.1163S,,,C,J,H,10.817,0.032,Vega,2006AJ....131.1163S,,,C,H,K,10.452,0.04,Vega,2006AJ....131.1163S,,,C,K,c,5751,32,D,,2012ApJS..199...26H,,,,,,,0.5,0.37,80,C,N,2006AJ....131.1163S,4,
EM* GGA  299,3433.89,Em*,4,43,42.0212,70.92508833,41,4,24.748,41.07354111,14,14,0.0395,0.0324,90,A,O,2018yCat.1345....0G,70.92508842,41.07354117,0.251,-1.328,3,3,0.078,0.056,90,A,2018yCat.1345....0G,B,13.44,0.01,Vega,2012yCat.1322....0Z,,,D,B,V,12.95,0.06,Vega,2012yCat.1322....0Z,,,D,V,R,12.91,0.05,Vega,2012yCat.1322....0Z,,,E,R,J,11.671,0.02,Vega,2003yCat.2246....0C,,,C,J,H,11.487,0.019,Vega,2003yCat.2246....0C,,,C,H,K,11.236,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
Gaia DR2 203039326176088192,3437,Star,4,36,10.5119,69.04379958,40,19,40.502,40.32791722,14,14,0.0934,0.0724,90,A,O,2018yCat.1345....0G,69.0437996,40.32791734,2.135,-3.664,3,3,0.218,0.127,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2MASS J04364842+4202574,3438.08,HB*,4,36,48.4217,69.20175708,42,2,57.311,42.04925306,14,14,0.0335,0.0264,90,A,O,2018yCat.1345....0G,69.20175719,42.04925313,0.4,-0.272,3,3,0.068,0.041,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,12.423,0.025,Vega,2003yCat.2246....0C,,,C,J,H,11.777,0.021,Vega,2003yCat.2246....0C,,,C,H,K,11.603,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,3,
TYC 2884-1591-1,3443.15,Star,4,39,51.2781,69.96365875,40,13,47.717,40.22992139,14,14,0.0567,0.0431,90,A,O,2018yCat.1345....0G,69.96365885,40.22992139,2.045,-4.55,3,3,0.114,0.065,90,A,2018yCat.1345....0G,B,11.63,0.09,Vega,2000A&A...355L..27H,,,D,B,V,11.23,0.1,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.307,0.021,Vega,2003yCat.2246....0C,,,C,J,H,10.223,0.019,Vega,2003yCat.2246....0C,,,C,H,K,10.17,0.018,Vega,2003yCat.2246....0C,,,C,K,,,,,,,,,,,,,,,,,,,0,
2MASS J04340061+4133305,3452.29,HB*,4,34,0.6094,68.50253917,41,33,30.42,41.55845,14,14,0.0349,0.0294,90,A,O,2018yCat.1345....0G,68.50253957,41.55845014,1.457,-1.246,3,3,0.097,0.065,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,10.755,0.022,Vega,2003yCat.2246....0C,,,C,J,H,10.159,0.024,Vega,2003yCat.2246....0C,,,C,H,K,9.991,0.02,Vega,2003yCat.2246....0C,,,C,K,v,1.99,2.48,C,O,2018yCat.1345....0G,,,,,,,,,,,,,2,
UGC  3120,3453.53,GinGroup,4,40,23.199,70.0966625,40,15,26.85,40.25745833,7,7,,,,C,I,2006AJ....131.1163S,70.096662,40.257458,,,,,,,,,,B,17,,Vega,,,,E,B,,,,,,,,,,,,,,,,,,,J,12.315,0.06,Vega,2006AJ....131.1163S,,,C,J,H,11.458,0.061,Vega,2006AJ....131.1163S,,,C,H,K,11.025,0.078,Vega,2006AJ....131.1163S,,,C,K,z,0.018846,1.20E-04,D,,2002LEDA.........0P,,,,Sc,D,,0.583,0.35,110,C,N,2006AJ....131.1163S,12,
GSC 02888-01245,3461.32,Star,4,38,9.2778,69.5386575,42,6,57.187,42.11588528,14,14,0.0387,0.0318,90,A,O,2018yCat.1345....0G,69.53865771,42.11588538,6.123,-2.975,3,3,0.078,0.051,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,R,10.831,0.04,Vega,2012yCat.1322....0Z,,,D,R,J,8.47,0.021,Vega,2003yCat.2246....0C,,,C,J,H,7.798,0.016,Vega,2003yCat.2246....0C,,,C,H,K,7.615,0.026,Vega,2003yCat.2246....0C,,,C,K,v,71.51,0.25,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203035409165907584,3464.96,Star,4,36,44.3573,69.18482208,40,16,3.61,40.26766944,14,14,0.078,0.0568,90,A,O,2018yCat.1345....0G,69.18482245,40.26766957,2.607,-5.741,3,3,0.165,0.093,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD  29235B,3467.57,PM*,4,38,7.1912,69.52996333,42,7,1.096,42.11697111,14,14,0.1105,0.0624,90,A,O,2018yCat.1345....0G,69.52996343,42.11697119,58.379,-57.727,3,3,0.148,0.097,90,A,2018yCat.1345....0G,B,9.79,0.04,Vega,2000A&A...355L..27H,,,D,B,V,9.04,0.03,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,206.62,7.08,D,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
HD  29235,3468.78,**,4,38,7.165,69.52985417,42,7,2.29,42.11730278,7,7,80,80,90,C,N,2003yCat.2246....0C,69.529856,42.117302,55.2,-58.4,1,1,2,2,90,C,2012yCat.1322....0Z,B,9.04,0.01,Vega,2012yCat.1322....0Z,,,E,B,V,8.63,0.01,Vega,2012yCat.1322....0Z,,,E,V,R,7.87,0.25,Vega,2012yCat.1322....0Z,,,E,R,J,5.112,0.021,Vega,2003yCat.2246....0C,,,C,J,H,4.693,0.188,Vega,2003yCat.2246....0C,,,D,H,K,4.474,0.018,Vega,2003yCat.2246....0C,,,C,K,v,16,5,E,,1953GCRV..C......0W,K0,E,1993yCat.3135....0C,,,,,,,,,,10,
NVSS J044239+414552,3468.87,Radio,4,42,39.4,70.66416667,41,45,52.6,41.76461111,6,6,5000,5000,90,D,R,2014ApJS..213....3M,70.66417,41.76461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
HD  29235A,3468.92,PM*,4,38,7.1666,69.52986083,42,7,2.427,42.11734083,14,14,0.0471,0.039,90,A,O,2018yCat.1345....0G,69.52986106,42.11734095,56.133,-59.15,3,3,0.09,0.061,90,A,2018yCat.1345....0G,B,8.8,0.03,Vega,2002A&A...384..180F,,,D,B,V,7.54,0.01,Vega,2002A&A...384..180F,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,12.09,0.14,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
B3 0430+415,3474.12,Radio,4,34,12,68.55,41,38,0.5,41.63347222,4,4,45200,23000,0,E,,1985A&AS...59..255F,68.55,41.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
HD 276706,3475.69,Star,4,43,17.0404,70.82100167,40,44,53.822,40.74828389,14,14,0.0666,0.0472,90,A,O,2018yCat.1345....0G,70.82100203,40.7482841,0.537,-1.964,3,3,0.139,0.073,90,A,2018yCat.1345....0G,B,10.84,0.06,Vega,2000A&A...355L..27H,,,D,B,V,10.66,0.07,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,10.218,0.03,Vega,2003yCat.2246....0C,,,C,J,H,10.195,0.019,Vega,2003yCat.2246....0C,,,C,H,K,10.212,0.026,Vega,2003yCat.2246....0C,,,C,K,,,,,,,B3,E,1995A&AS..110..367N,,,,,,,,,,6,
IRAS 04316+4021,3484.67,Star,4,35,9.1381,68.78807542,40,27,13.544,40.45376222,14,14,0.0747,0.0583,90,A,O,2018yCat.1345....0G,68.78807551,40.45376235,6.25,-7.335,3,3,0.187,0.138,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,6.234,0.019,Vega,2003yCat.2246....0C,,,C,J,H,5.262,0.026,Vega,2003yCat.2246....0C,,,C,H,K,4.876,0.017,Vega,2003yCat.2246....0C,,,C,K,v,-34.35,0.64,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
2MASS J04373531+4206225,3484.92,RGB*,4,37,35.3217,69.39717375,42,6,22.485,42.10624583,14,14,0.0238,0.0187,90,A,O,2018yCat.1345....0G,69.39717406,42.10624602,-0.116,-7.035,3,3,0.048,0.029,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,11.071,0.02,Vega,2003yCat.2246....0C,,,C,J,H,10.407,0.019,Vega,2003yCat.2246....0C,,,C,H,K,10.267,0.019,Vega,2003yCat.2246....0C,,,C,K,v,-28.36,1.24,B,O,2018yCat.1345....0G,,,,,,,,,,,,,3,
Gaia DR2 203863925537575936,3499.61,Star,4,33,50.2334,68.45930583,40,48,55.737,40.8154825,14,14,0.0423,0.031,90,A,O,2018yCat.1345....0G,68.45930597,40.81548254,2.07,-3.522,3,3,0.097,0.067,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
HD 276523,3499.66,Star,4,33,44.5442,68.43560083,41,27,53.91,41.464975,14,14,0.0432,0.0453,90,A,O,2018yCat.1345....0G,68.43560107,41.46497516,19.365,-20.714,3,3,0.11,0.104,90,A,2018yCat.1345....0G,B,10.62,0.05,Vega,2000A&A...355L..27H,,,D,B,V,10.15,0.05,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F0,E,1995A&AS..110..367N,,,,,,,,,,2,
Gaia DR2 204215047704952832,3511.93,Candidate_YSO,4,35,45.8568,68.94107,41,58,14.94,41.97081667,14,14,0.0732,0.0572,90,A,O,2018yCat.1345....0G,68.9410701,41.97081668,0.486,-8.252,3,3,0.16,0.091,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203788849509943168,3513.17,Star,4,35,49.223,68.95509583,40,20,39.032,40.34417556,14,14,0.1032,0.0816,90,A,O,2018yCat.1345....0G,68.95509612,40.34417574,2.203,-4.3,3,3,0.25,0.157,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203792903959070720,3513.35,Star,4,35,25.8786,68.8578275,40,23,51.298,40.39758278,14,14,0.0801,0.0629,90,A,O,2018yCat.1345....0G,68.85782764,40.3975829,1.887,-3.124,3,3,0.19,0.143,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203793831671862528,3515.55,Candidate_RRLyr,4,35,8.8347,68.78681125,40,26,34.695,40.44297083,14,14,0.0639,0.0496,90,A,O,2018yCat.1345....0G,68.78681143,40.4429709,10.112,-5.551,3,3,0.155,0.111,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
TYC 2901-2189-1,3516.64,Star,4,42,5.4637,70.52276542,41,53,40.168,41.89449111,14,14,0.0461,0.0348,90,A,O,2018yCat.1345....0G,70.52276575,41.89449135,3.257,-15.904,3,3,0.089,0.058,90,A,2018yCat.1345....0G,B,12.33,0.38,Vega,2000A&A...355L..27H,,,D,B,V,10.83,0.11,Vega,2000A&A...355L..27H,,,D,V,,,,,,,,,,J,7.563,0.02,Vega,2003yCat.2246....0C,,,C,J,H,6.8,0.023,Vega,2003yCat.2246....0C,,,C,H,K,6.571,0.017,Vega,2003yCat.2246....0C,,,C,K,v,17.88,0.33,A,O,2018yCat.1345....0G,,,,,,,,,,,,,0,
Gaia DR2 203035233070459904,3519.87,Star,4,36,31.7383,69.13224292,40,16,5.529,40.2682025,14,14,0.0687,0.0537,90,A,O,2018yCat.1345....0G,69.13224316,40.26820271,2.183,-4.081,3,3,0.16,0.088,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Gaia DR2 203863062247817728,3531.66,Star,4,33,52.2425,68.46767708,40,46,35.121,40.7764225,14,14,0.0397,0.0294,90,A,O,2018yCat.1345....0G,68.4676771,40.77642252,1.239,-3.678,3,3,0.09,0.062,90,A,2018yCat.1345....0G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
